gene,snp
RP11-810K23.10,rs10199768
RP11-810K23.5,rs10199768
NF1P1,rs10199768
MIR5701-1,rs10199768
CT60,rs10199768
OR11J2P,rs10199768
OR11J5P,rs10199768
KIAA0125P2,rs10199768
RP11-810K23.6,rs10199768
RP11-854K16.2,rs10199768
BMS1P16,rs10199768
AP000568.2,rs10207315
C1QBPP,rs10207315
AP000946.2,rs10207315
RNF165,rs10208987
LOXHD1,rs10208987
PLK1S1,rs10221768
RP4-777D9.2,rs10221768
ZNF877P,rs10221768
RP11-227D2.3,rs10221768
RN7SKP140,rs10221768
RP5-984P4.1,rs10221768
GSTM3P1,rs10221768
NKX2-2-AS1,rs10221768
RP5-984P4.4,rs10221768
XRN2,rs10221768
NKX2-4,rs10221768
NKX2-2,rs10221768
NPC1,rs10221876
ANKRD29,rs10221876
LAMA3,rs10221876
RPS10P27,rs10221876
RPL23AP77,rs10221876
AC010754.1,rs10221876
RP11-475I24.6,rs10240746
ATP5A1P6,rs10240746
AL162415.4,rs10240746
AL162415.2,rs10240746
AL162415.1,rs10240746
RP11-160N1.9,rs10240746
RP11-160N1.10,rs10240746
RNF165,rs1025447
LOXHD1,rs1025447
RP11-475I24.6,rs10260606
ATP5A1P6,rs10260606
AL162415.4,rs10260606
AL162415.2,rs10260606
AL162415.1,rs10260606
RP11-160N1.9,rs10260606
RP11-160N1.10,rs10260606
TUBA3C,rs10282
RP11-408E5.4,rs10282
LINC00418,rs10282
GXYLT1P1,rs10282
CYP4F34P,rs10282
SNX18P26,rs10282
LINC00328-2P,rs10282
ANKRD20A9P,rs10282
RHOT1P3,rs10282
RP11-38M15.11,rs10282
RNU6-55P,rs10282
RNU6-76P,rs10282
SNX19P2,rs10282
LINC00408,rs10282
RP11-442J17.3,rs10282
PHF2P2,rs10282
LINC00442,rs10282
USP24P1,rs10282
GTF2IP3,rs10282
RP11-301J16.7,rs10282
RNA5SP24,rs10282
CENPIP1,rs10282
RNU6-52P,rs10282
RP11-408E5.6,rs10282
SMPD4P2,rs10282
PSPC1P1,rs10282
RP11-408E5.5,rs10282
DNAJA1P1,rs1030431
H3F3BP1,rs1035559
RPL21P109,rs1035559
DACH1,rs1035559
SNORA81,rs10401969
ABHD3,rs10401969
MIB1,rs10401969
RP11-595B24.2,rs10401969
GATA6,rs10401969
AC091038.1,rs10401969
RN7SL233P,rs10401969
MIR1-2,rs10401969
RP11-268I9.1,rs10401969
RP11-268I9.3,rs10401969
RNU6-1038P,rs10401969
RP11-268I9.4,rs10401969
RNA5SP451,rs10401969
RP11-595B24.1,rs10401969
AC091043.1,rs10401969
RNU6ATAC20P,rs10401969
GATA6-AS1,rs10401969
RP11-627G18.2,rs10401969
RNU6-702P,rs10401969
RP11-627G18.1,rs10401969
RP11-627G18.4,rs10401969
AP001053.11,rs10402271
MYL6P1,rs10402271
RNU6-859P,rs10402271
AGPAT3,rs10402271
TRAPPC10,rs10402271
CHODL,rs10402308
TMPRSS15,rs10402308
CHODL-AS1,rs10402308
RPL37P3,rs10402308
AP000998.2,rs10402308
CHODL,rs10403731
TMPRSS15,rs10403731
CHODL-AS1,rs10403731
RPL37P3,rs10403731
AP000998.2,rs10403731
SNORA81,rs10408596
ABHD3,rs10408596
MIB1,rs10408596
RP11-595B24.2,rs10408596
GATA6,rs10408596
AC091038.1,rs10408596
RN7SL233P,rs10408596
MIR1-2,rs10408596
RP11-268I9.1,rs10408596
RP11-268I9.3,rs10408596
RNU6-1038P,rs10408596
RP11-268I9.4,rs10408596
RNA5SP451,rs10408596
RP11-595B24.1,rs10408596
AC091043.1,rs10408596
RNU6ATAC20P,rs10408596
GATA6-AS1,rs10408596
RP11-627G18.2,rs10408596
RNU6-702P,rs10408596
RP11-627G18.1,rs10408596
RP11-627G18.4,rs10408596
MYO16-AS2,rs10410
MYO16-AS1,rs10410
LINC00370,rs10410
MYO16,rs10410
RP11-109D20.1,rs10413089
RP11-109D20.2,rs10413089
CTD-2651B20.1,rs10413089
RP11-519G16.2,rs10413089
CTD-2651B20.7,rs10413089
CTD-2651B20.6,rs10413089
CTD-2651B20.2,rs10413089
CTD-2651B20.3,rs10413089
DUOX2,rs10413089
DUOXA2,rs10413089
DUOXA1,rs10413089
DUOX1,rs10413089
SHF,rs10413089
SLC28A2,rs10413089
CHODL,rs10414830
TMPRSS15,rs10414830
CHODL-AS1,rs10414830
RPL37P3,rs10414830
AP000998.2,rs10414830
CHODL,rs10415849
TMPRSS15,rs10415849
CHODL-AS1,rs10415849
RPL37P3,rs10415849
AP000998.2,rs10415849
TUBA3C,rs10419245
RP11-408E5.4,rs10419245
LINC00418,rs10419245
GXYLT1P1,rs10419245
CYP4F34P,rs10419245
SNX18P26,rs10419245
LINC00328-2P,rs10419245
ANKRD20A9P,rs10419245
RHOT1P3,rs10419245
RP11-38M15.11,rs10419245
RNU6-55P,rs10419245
RNU6-76P,rs10419245
SNX19P2,rs10419245
LINC00408,rs10419245
RP11-442J17.3,rs10419245
PHF2P2,rs10419245
LINC00442,rs10419245
USP24P1,rs10419245
GTF2IP3,rs10419245
RP11-301J16.7,rs10419245
RNA5SP24,rs10419245
CENPIP1,rs10419245
RNU6-52P,rs10419245
RP11-408E5.6,rs10419245
SMPD4P2,rs10419245
PSPC1P1,rs10419245
RP11-408E5.5,rs10419245
LINC00407,rs10419669
TSC22D1,rs10419669
TUBA3C,rs10419998
RP11-408E5.4,rs10419998
LINC00418,rs10419998
GXYLT1P1,rs10419998
CYP4F34P,rs10419998
SNX18P26,rs10419998
LINC00328-2P,rs10419998
ANKRD20A9P,rs10419998
RHOT1P3,rs10419998
RP11-38M15.11,rs10419998
RNU6-55P,rs10419998
RNU6-76P,rs10419998
SNX19P2,rs10419998
LINC00408,rs10419998
RP11-442J17.3,rs10419998
PHF2P2,rs10419998
LINC00442,rs10419998
USP24P1,rs10419998
GTF2IP3,rs10419998
RP11-301J16.7,rs10419998
RNA5SP24,rs10419998
CENPIP1,rs10419998
RNU6-52P,rs10419998
RP11-408E5.6,rs10419998
SMPD4P2,rs10419998
PSPC1P1,rs10419998
RP11-408E5.5,rs10419998
POTEB2,rs1042031
IGHD5OR15-5B,rs1042031
IGHD4OR15-4B,rs1042031
IGHD3OR15-3B,rs1042031
IGHD2OR15-2B,rs1042031
IGHD1OR15-1B,rs1042031
RP11-810K23.7,rs1042031
RNU6-749P,rs1042031
RP11-810K23.9,rs1042031
RP11-810K23.10,rs1042031
RP11-810K23.5,rs1042031
NF1P1,rs1042031
MIR5701-1,rs1042031
CT60,rs1042031
OR11J2P,rs1042031
OR11J5P,rs1042031
KIAA0125P2,rs1042031
RP11-810K23.6,rs1042031
RP11-854K16.2,rs1042031
BMS1P16,rs1042031
POTEB2,rs1042034
IGHD5OR15-5B,rs1042034
IGHD4OR15-4B,rs1042034
IGHD3OR15-3B,rs1042034
IGHD2OR15-2B,rs1042034
IGHD1OR15-1B,rs1042034
RP11-810K23.7,rs1042034
RNU6-749P,rs1042034
RP11-810K23.9,rs1042034
RP11-810K23.10,rs1042034
RP11-810K23.5,rs1042034
NF1P1,rs1042034
MIR5701-1,rs1042034
CT60,rs1042034
OR11J2P,rs1042034
OR11J5P,rs1042034
KIAA0125P2,rs1042034
RP11-810K23.6,rs1042034
RP11-854K16.2,rs1042034
BMS1P16,rs1042034
SMARCE1P5,rs10422182
LINC00407,rs10422182
TSC22D1,rs10422182
TMEM97P1,rs10422616
AP001053.11,rs10422616
HSF2BP,rs10422616
PDXK,rs10422616
CSTB,rs10422616
RRP1,rs10422616
AGPAT3,rs10422616
TUBA3C,rs10422819
RP11-408E5.4,rs10422819
LINC00418,rs10422819
GXYLT1P1,rs10422819
CYP4F34P,rs10422819
SNX18P26,rs10422819
LINC00328-2P,rs10422819
ANKRD20A9P,rs10422819
RHOT1P3,rs10422819
RP11-38M15.11,rs10422819
RNU6-55P,rs10422819
RNU6-76P,rs10422819
SNX19P2,rs10422819
LINC00408,rs10422819
RP11-442J17.3,rs10422819
PHF2P2,rs10422819
LINC00442,rs10422819
USP24P1,rs10422819
GTF2IP3,rs10422819
RP11-301J16.7,rs10422819
RNA5SP24,rs10422819
CENPIP1,rs10422819
RNU6-52P,rs10422819
RP11-408E5.6,rs10422819
SMPD4P2,rs10422819
PSPC1P1,rs10422819
RP11-408E5.5,rs10422819
CHODL,rs10424702
TMPRSS15,rs10424702
CHODL-AS1,rs10424702
RPL37P3,rs10424702
AP000998.2,rs10424702
RP11-665J16.1,rs10434644
RP11-60L3.2,rs10434644
CTD-2311M21.2,rs10434644
CTD-2311M21.3,rs10434644
UBL7-AS1,rs10434644
RP11-10O17.1,rs10434644
RP11-10O17.3,rs10434644
CTD-3154N5.1,rs10434644
RP11-414J4.2,rs10434644
STRA6,rs10434644
CCDC33,rs10434644
CYP11A1,rs10434644
SEMA7A,rs10434644
UBL7,rs10434644
ARID3B,rs10434644
CLK3,rs10434644
EDC3,rs10434644
CYP1A1,rs10434644
CYP1A2,rs10434644
CSK,rs10434644
LMAN1L,rs10434644
CPLX3,rs10434644
SMARCE1P5,rs10460181
LINC00407,rs10460181
TSC22D1,rs10460181
DNM1P33,rs10462354
RN7SL429P,rs10462354
RP11-247C2.1,rs10462354
RP11-665J16.1,rs10462354
RP11-60L3.1,rs10462354
RP11-60L3.2,rs10462354
CTD-2311M21.2,rs10462354
CTD-2311M21.3,rs10462354
STOML1,rs10462354
PML,rs10462354
GOLGA6A,rs10462354
ISLR2,rs10462354
RP11-247C2.2,rs10462354
ISLR,rs10462354
STRA6,rs10462354
CCDC33,rs10462354
KLF12,rs10462511
RP11-409O11.3,rs10474431
AL138751.1,rs10474431
TMEM2,rs10474431
ABHD17B,rs10474431
C9orf85,rs10474431
RP11-665J16.1,rs10474436
RP11-60L3.2,rs10474436
CTD-2311M21.2,rs10474436
CTD-2311M21.3,rs10474436
UBL7-AS1,rs10474436
RP11-10O17.1,rs10474436
RP11-10O17.3,rs10474436
CTD-3154N5.1,rs10474436
RP11-414J4.2,rs10474436
STRA6,rs10474436
CCDC33,rs10474436
CYP11A1,rs10474436
SEMA7A,rs10474436
UBL7,rs10474436
ARID3B,rs10474436
CLK3,rs10474436
EDC3,rs10474436
CYP1A1,rs10474436
CYP1A2,rs10474436
CSK,rs10474436
LMAN1L,rs10474436
CPLX3,rs10474436
AC139085.2,rs10474437
RNU6-346P,rs10474437
RPL26P35,rs10474437
RP11-162A12.3,rs10474437
RP11-862L9.3,rs10474437
RP11-751H17.1,rs10474437
RP11-176N18.2,rs10474437
RP11-162A12.2,rs10474437
ZNF236,rs10474437
MBP,rs10474437
GALR1,rs10474437
RP4-553F4.2,rs10484561
RPL31P2,rs10484561
RP4-553F4.6,rs10484561
TPM3P2,rs10484561
PIGPP3,rs10484561
RP5-1125A11.1,rs10484561
RP5-1125A11.4,rs10484561
MIR4755,rs10484561
RP1-64K7.4,rs10484561
RPS2P1,rs10484561
NECAB3,rs10484561
E2F1,rs10484561
PXMP4,rs10484561
ZNF341,rs10484561
CHMP4B,rs10484561
RALY,rs10484561
EIF2S2,rs10484561
ASIP,rs10484561
ARHGAP11B,rs1049281
FAN1,rs1049281
MTMR10,rs1049281
TRPM1,rs1049281
GOLGA8UP,rs1049281
RN7SL82P,rs1049281
AC004460.1,rs1049281
HERC2P10,rs1049281
RP11-540B6.2,rs1049281
RP11-540B6.3,rs1049281
RP11-540B6.6,rs1049281
RNU6-466P,rs1049281
RP11-348B17.1,rs1049281
MIR211,rs1049281
RP11-16E12.1,rs1049281
MIR5007,rs10493176
RP11-625H11.1,rs10493322
RP11-625H11.2,rs10493322
AC103740.1,rs10493322
MIR190A,rs10493322
RP11-1069G10.1,rs10493322
RP11-1069G10.2,rs10493322
RP11-244F12.1,rs10493322
TLN2,rs10493322
MYO16-AS2,rs10494040
MYO16-AS1,rs10494040
LINC00370,rs10494040
LINC01067,rs10494040
LINC00399,rs10494040
MYO16,rs10494040
AP000568.2,rs10495712
C1QBPP,rs10495712
AP000946.2,rs10495712
TMEM241,rs10495713
RIOK3,rs10495713
C18orf8,rs10495713
NPC1,rs10495713
ANKRD29,rs10495713
LAMA3,rs10495713
RPS10P27,rs10495713
RPL23AP77,rs10495713
RNF165,rs10495907
LOXHD1,rs10495907
TUBA3C,rs10500212
RP11-408E5.4,rs10500212
LINC00418,rs10500212
GXYLT1P1,rs10500212
CYP4F34P,rs10500212
SNX18P26,rs10500212
LINC00328-2P,rs10500212
ANKRD20A9P,rs10500212
RHOT1P3,rs10500212
RP11-38M15.11,rs10500212
RNU6-55P,rs10500212
RNU6-76P,rs10500212
SNX19P2,rs10500212
LINC00408,rs10500212
RP11-442J17.3,rs10500212
PHF2P2,rs10500212
LINC00442,rs10500212
USP24P1,rs10500212
GTF2IP3,rs10500212
RP11-301J16.7,rs10500212
RNA5SP24,rs10500212
CENPIP1,rs10500212
RNU6-52P,rs10500212
RP11-408E5.6,rs10500212
SMPD4P2,rs10500212
PSPC1P1,rs10500212
RP11-408E5.5,rs10500212
H3F3BP1,rs1050362
RPL21P109,rs1050362
DACH1,rs1050362
LINC00402,rs10515195
RNY1P5,rs10515195
RPL21P108,rs10515195
LINC00381,rs10515195
LINC00347,rs10515195
KLF12,rs10515195
AL355390.1,rs10515195
RP11-665J16.1,rs10515197
RP11-60L3.2,rs10515197
CTD-2311M21.2,rs10515197
CTD-2311M21.3,rs10515197
UBL7-AS1,rs10515197
RP11-10O17.1,rs10515197
RP11-10O17.3,rs10515197
CTD-3154N5.1,rs10515197
RP11-414J4.2,rs10515197
STRA6,rs10515197
CCDC33,rs10515197
CYP11A1,rs10515197
SEMA7A,rs10515197
UBL7,rs10515197
ARID3B,rs10515197
CLK3,rs10515197
EDC3,rs10515197
CYP1A1,rs10515197
CYP1A2,rs10515197
CSK,rs10515197
LMAN1L,rs10515197
CPLX3,rs10515197
RP11-665J16.1,rs10515198
RP11-60L3.2,rs10515198
CTD-2311M21.2,rs10515198
CTD-2311M21.3,rs10515198
UBL7-AS1,rs10515198
RP11-10O17.1,rs10515198
RP11-10O17.3,rs10515198
CTD-3154N5.1,rs10515198
RP11-414J4.2,rs10515198
STRA6,rs10515198
CCDC33,rs10515198
CYP11A1,rs10515198
SEMA7A,rs10515198
UBL7,rs10515198
ARID3B,rs10515198
CLK3,rs10515198
EDC3,rs10515198
CYP1A1,rs10515198
CYP1A2,rs10515198
CSK,rs10515198
LMAN1L,rs10515198
CPLX3,rs10515198
KLF12,rs10515200
AL138751.1,rs10515213
HSPB1P1,rs10515213
BTF3P4,rs10515213
RP11-63P12.7,rs10515213
RP11-63P12.2,rs10515213
RNA5SP285,rs10515213
RP11-63P12.6,rs10515213
RP11-217F16.1,rs10515213
RP11-313E4.1,rs10515213
ABHD17B,rs10515213
C9orf85,rs10515213
C9orf57,rs10515213
GDA,rs10515213
ZFAND5,rs10515213
TMC1,rs10515213
AL138751.1,rs1051795
HSPB1P1,rs1051795
BTF3P4,rs1051795
RP11-63P12.7,rs1051795
RP11-63P12.2,rs1051795
RNA5SP285,rs1051795
RP11-63P12.6,rs1051795
RP11-217F16.1,rs1051795
RP11-313E4.1,rs1051795
ABHD17B,rs1051795
C9orf85,rs1051795
C9orf57,rs1051795
GDA,rs1051795
ZFAND5,rs1051795
TMC1,rs1051795
SNORA81,rs1054284
ABHD3,rs1054284
MIB1,rs1054284
RP11-595B24.2,rs1054284
GATA6,rs1054284
AC091038.1,rs1054284
RN7SL233P,rs1054284
MIR1-2,rs1054284
RP11-268I9.1,rs1054284
RP11-268I9.3,rs1054284
RNU6-1038P,rs1054284
RP11-268I9.4,rs1054284
RNA5SP451,rs1054284
RP11-595B24.1,rs1054284
AC091043.1,rs1054284
RNU6ATAC20P,rs1054284
GATA6-AS1,rs1054284
RP11-627G18.2,rs1054284
RNU6-702P,rs1054284
RP11-627G18.1,rs1054284
RP11-627G18.4,rs1054284
SMARCE1P5,rs1058402
LINC00407,rs1058402
TSC22D1,rs1058402
SNORA81,rs1063966
ABHD3,rs1063966
MIB1,rs1063966
RP11-595B24.2,rs1063966
GATA6,rs1063966
AC091038.1,rs1063966
RN7SL233P,rs1063966
MIR1-2,rs1063966
RP11-268I9.1,rs1063966
RP11-268I9.3,rs1063966
RNU6-1038P,rs1063966
RP11-268I9.4,rs1063966
RNA5SP451,rs1063966
RP11-595B24.1,rs1063966
AC091043.1,rs1063966
RNU6ATAC20P,rs1063966
GATA6-AS1,rs1063966
RP11-627G18.2,rs1063966
RNU6-702P,rs1063966
RP11-627G18.1,rs1063966
RP11-627G18.4,rs1063966
MYO16-AS2,rs10745352
MYO16-AS1,rs10745352
LINC00370,rs10745352
LINC01067,rs10745352
LINC00399,rs10745352
MYO16,rs10745352
MYO16-AS2,rs10745353
MYO16-AS1,rs10745353
LINC00370,rs10745353
LINC01067,rs10745353
LINC00399,rs10745353
MYO16,rs10745353
MYO16-AS2,rs10745354
MYO16-AS1,rs10745354
LINC00370,rs10745354
LINC01067,rs10745354
LINC00399,rs10745354
MYO16,rs10745354
MYO16-AS2,rs10776804
MYO16-AS1,rs10776804
LINC00370,rs10776804
MYO16,rs10776804
MYO16-AS2,rs10776807
MYO16-AS1,rs10776807
LINC00370,rs10776807
LINC01067,rs10776807
LINC00399,rs10776807
MYO16,rs10776807
LINC01074,rs10789118
LINC00459,rs10789118
RPL32P28,rs10789118
SQSTM1P1,rs10789118
LINC00448,rs10789118
AC007948.1,rs10789119
RP11-453M23.1,rs10789119
RP11-775G23.1,rs10789119
AP000946.2,rs1079457
MYO16-AS2,rs10857787
MYO16-AS1,rs10857787
LINC00370,rs10857787
LINC01067,rs10857787
LINC00399,rs10857787
MYO16,rs10857787
MYO16-AS2,rs10858082
MYO16-AS1,rs10858082
LINC00370,rs10858082
MYO16,rs10858082
MYO16-AS2,rs10858084
MYO16-AS1,rs10858084
LINC00370,rs10858084
LINC01067,rs10858084
LINC00399,rs10858084
MYO16,rs10858084
MYO16-AS2,rs10858085
MYO16-AS1,rs10858085
LINC00370,rs10858085
LINC01067,rs10858085
LINC00399,rs10858085
MYO16,rs10858085
MYO16-AS2,rs10858086
MYO16-AS1,rs10858086
LINC00370,rs10858086
LINC01067,rs10858086
LINC00399,rs10858086
MYO16,rs10858086
MYO16-AS2,rs10858089
MYO16-AS1,rs10858089
LINC00370,rs10858089
LINC01067,rs10858089
LINC00399,rs10858089
MYO16,rs10858089
MYO16-AS2,rs10858091
MYO16-AS1,rs10858091
LINC00370,rs10858091
LINC01067,rs10858091
LINC00399,rs10858091
MYO16,rs10858091
MYO16-AS2,rs10858092
MYO16-AS1,rs10858092
LINC00370,rs10858092
LINC01067,rs10858092
LINC00399,rs10858092
MYO16,rs10858092
MYO16-AS2,rs10858094
MYO16-AS1,rs10858094
LINC00370,rs10858094
LINC01067,rs10858094
LINC00399,rs10858094
MYO16,rs10858094
MYO16-AS2,rs10858095
MYO16-AS1,rs10858095
LINC00370,rs10858095
LINC01067,rs10858095
LINC00399,rs10858095
MYO16,rs10858095
MYO16-AS2,rs10858096
MYO16-AS1,rs10858096
LINC00370,rs10858096
LINC01067,rs10858096
LINC00399,rs10858096
MYO16,rs10858096
LINC01074,rs10889331
LINC00459,rs10889331
RPL32P28,rs10889331
SQSTM1P1,rs10889331
LINC00448,rs10889331
LINC01074,rs10889332
LINC00459,rs10889332
RPL32P28,rs10889332
SQSTM1P1,rs10889332
LINC00448,rs10889332
LINC01074,rs10889333
LINC00459,rs10889333
RPL32P28,rs10889333
SQSTM1P1,rs10889333
LINC00448,rs10889333
LINC01074,rs10889334
LINC00459,rs10889334
RPL32P28,rs10889334
SQSTM1P1,rs10889334
LINC00448,rs10889334
LINC01074,rs10889335
LINC00459,rs10889335
RPL32P28,rs10889335
SQSTM1P1,rs10889335
LINC00448,rs10889335
LINC01074,rs10889337
LINC00459,rs10889337
RPL32P28,rs10889337
SQSTM1P1,rs10889337
LINC00448,rs10889337
AC007948.1,rs10889340
RP11-453M23.1,rs10889340
RP11-775G23.1,rs10889340
AC007948.1,rs10889343
RP11-453M23.1,rs10889343
RP11-775G23.1,rs10889343
LINC01074,rs10889347
LINC00459,rs10889347
RPL32P28,rs10889347
SQSTM1P1,rs10889347
LINC00448,rs10889347
AC007948.1,rs10889349
RP11-453M23.1,rs10889349
RP11-775G23.1,rs10889349
LINC01074,rs10889350
LINC00459,rs10889350
RPL32P28,rs10889350
SQSTM1P1,rs10889350
LINC00448,rs10889350
AC007948.1,rs10889352
RP11-453M23.1,rs10889352
RP11-775G23.1,rs10889352
LINC01074,rs10889353
LINC00459,rs10889353
RPL32P28,rs10889353
SQSTM1P1,rs10889353
LINC00448,rs10889353
LINC01074,rs10889356
LINC00459,rs10889356
RPL32P28,rs10889356
SQSTM1P1,rs10889356
LINC00448,rs10889356
AC007948.1,rs10889363
RP11-453M23.1,rs10889363
RP11-775G23.1,rs10889363
AP000470.2,rs10903129
AP000469.2,rs10903129
AP000476.1,rs10903129
AL138751.1,rs10942739
HSPB1P1,rs10942739
BTF3P4,rs10942739
RP11-63P12.7,rs10942739
RP11-63P12.2,rs10942739
RNA5SP285,rs10942739
RP11-63P12.6,rs10942739
RP11-217F16.1,rs10942739
RP11-313E4.1,rs10942739
ABHD17B,rs10942739
C9orf85,rs10942739
C9orf57,rs10942739
GDA,rs10942739
ZFAND5,rs10942739
TMC1,rs10942739
RP11-410N8.3,rs10947207
RP11-410N8.1,rs10947207
C20orf203,rs10947207
BAK1P1,rs10947207
RP5-1085F17.4,rs10947207
RP5-1085F17.3,rs10947207
C20orf112,rs10947207
RP11-410N8.4,rs10947207
COMMD7,rs10947207
DNMT3B,rs10947207
MAPRE1,rs10947207
EFCAB8,rs10947207
CHRNA7,rs10947332
GOLGA8K,rs10947332
AC139426.2,rs10947332
AC135983.2,rs10947332
RP13-395E19.4,rs10947332
RNU6-18P,rs10947332
RP13-395E19.2,rs10947332
RP11-717I24.1,rs10947332
DNM1P31,rs10947332
AC139426.1,rs10947332
RN7SL185P,rs10947332
RP13-395E19.3,rs10947332
ULK4P1,rs10947332
DNM1P32,rs10947332
XPO4,rs10950856
LATS2,rs10950856
SAP18,rs10950856
MRP63,rs10950856
CNOT4P1,rs10950856
HNRNPA1P30,rs10950856
PPIAP27,rs10950856
RNU6-51P,rs10950856
LATS2-AS1,rs10950856
RNU4-9P,rs10950856
RPS12P23,rs10950856
IPPKP1,rs10950856
ARHGEF7-AS2,rs11065987
ARHGEF7-IT1,rs11065987
ARHGEF7-AS1,rs11065987
RP11-65D24.1,rs11065987
LINC00354,rs11065987
AL136302.1,rs11065987
SNORD44,rs11065987
RP11-450H6.3,rs11065987
LINC00404,rs11065987
LINC00403,rs11065987
LINC01070,rs11065987
LINC01043,rs11065987
LINC01044,rs11065987
ARHGEF7,rs11065987
TEX29,rs11065987
RP11-65D24.2,rs11065987
SOX1,rs11065987
SPACA7,rs11065987
ARHGEF7-AS2,rs11066028
ARHGEF7-IT1,rs11066028
ARHGEF7-AS1,rs11066028
RP11-65D24.1,rs11066028
LINC00354,rs11066028
AL136302.1,rs11066028
SNORD44,rs11066028
RP11-450H6.3,rs11066028
LINC00404,rs11066028
LINC00403,rs11066028
LINC01070,rs11066028
LINC01043,rs11066028
LINC01044,rs11066028
ARHGEF7,rs11066028
TEX29,rs11066028
RP11-65D24.2,rs11066028
SOX1,rs11066028
SPACA7,rs11066028
ARHGEF7-AS2,rs11066188
ARHGEF7-IT1,rs11066188
ARHGEF7-AS1,rs11066188
RP11-65D24.1,rs11066188
LINC00354,rs11066188
AL136302.1,rs11066188
SNORD44,rs11066188
RP11-450H6.3,rs11066188
LINC00404,rs11066188
LINC00403,rs11066188
LINC01070,rs11066188
LINC01043,rs11066188
LINC01044,rs11066188
ARHGEF7,rs11066188
TEX29,rs11066188
RP11-65D24.2,rs11066188
SOX1,rs11066188
SPACA7,rs11066188
ARHGEF7-AS2,rs11066320
ARHGEF7-IT1,rs11066320
ARHGEF7-AS1,rs11066320
RP11-65D24.1,rs11066320
LINC00354,rs11066320
AL136302.1,rs11066320
SNORD44,rs11066320
RP11-450H6.3,rs11066320
LINC00404,rs11066320
LINC00403,rs11066320
LINC01070,rs11066320
LINC01043,rs11066320
LINC01044,rs11066320
ARHGEF7,rs11066320
TEX29,rs11066320
RP11-65D24.2,rs11066320
SOX1,rs11066320
SPACA7,rs11066320
SNORA81,rs11085259
ABHD3,rs11085259
MIB1,rs11085259
RP11-595B24.2,rs11085259
GATA6,rs11085259
AC091038.1,rs11085259
RN7SL233P,rs11085259
MIR1-2,rs11085259
RP11-268I9.1,rs11085259
RP11-268I9.3,rs11085259
RNU6-1038P,rs11085259
RP11-268I9.4,rs11085259
RNA5SP451,rs11085259
RP11-595B24.1,rs11085259
AC091043.1,rs11085259
RNU6ATAC20P,rs11085259
GATA6-AS1,rs11085259
RP11-627G18.2,rs11085259
RNU6-702P,rs11085259
RP11-627G18.1,rs11085259
RP11-627G18.4,rs11085259
IGHV1OR21-1,rs11085749
TPTE,rs11085749
AF254982.2,rs11085749
SLC25A15P4,rs11085749
CYCSP41,rs11085749
BAGE2,rs11085749
VN1R7P,rs11085749
AP003900.6,rs11085749
EIF3FP1,rs11085749
IMP3P1,rs11085753
RP11-109M17.2,rs11085753
RP11-109M17.1,rs11085753
POTEB2,rs11096689
IGHD5OR15-5B,rs11096689
IGHD4OR15-4B,rs11096689
IGHD3OR15-3B,rs11096689
IGHD2OR15-2B,rs11096689
IGHD1OR15-1B,rs11096689
RP11-810K23.7,rs11096689
RNU6-749P,rs11096689
RP11-810K23.9,rs11096689
RP11-810K23.10,rs11096689
RP11-810K23.5,rs11096689
NF1P1,rs11096689
MIR5701-1,rs11096689
CT60,rs11096689
OR11J2P,rs11096689
OR11J5P,rs11096689
KIAA0125P2,rs11096689
RP11-810K23.6,rs11096689
RP11-854K16.2,rs11096689
BMS1P16,rs11096689
MYO16-AS2,rs11102964
MYO16-AS1,rs11102964
LINC00370,rs11102964
MYO16,rs11102964
MYO16-AS2,rs11102965
MYO16-AS1,rs11102965
LINC00370,rs11102965
MYO16,rs11102965
MYO16-AS2,rs11102967
MYO16-AS1,rs11102967
LINC00370,rs11102967
MYO16,rs11102967
MYO16-AS2,rs11102974
MYO16-AS1,rs11102974
LINC00370,rs11102974
LINC01067,rs11102974
LINC00399,rs11102974
MYO16,rs11102974
TMEM241,rs11124924
RIOK3,rs11124924
C18orf8,rs11124924
NPC1,rs11124924
ANKRD29,rs11124924
LAMA3,rs11124924
RPS10P27,rs11124924
RPL23AP77,rs11124924
POTEB2,rs11126598
IGHD5OR15-5B,rs11126598
IGHD4OR15-4B,rs11126598
IGHD3OR15-3B,rs11126598
IGHD2OR15-2B,rs11126598
IGHD1OR15-1B,rs11126598
RP11-810K23.7,rs11126598
RNU6-749P,rs11126598
RP11-810K23.9,rs11126598
RP11-810K23.10,rs11126598
RP11-810K23.5,rs11126598
NF1P1,rs11126598
MIR5701-1,rs11126598
CT60,rs11126598
OR11J2P,rs11126598
OR11J5P,rs11126598
KIAA0125P2,rs11126598
RP11-810K23.6,rs11126598
RP11-854K16.2,rs11126598
BMS1P16,rs11126598
KLF12,rs1114161
MYO16-AS2,rs11142
MYO16-AS1,rs11142
LINC00370,rs11142
LINC01067,rs11142
LINC00399,rs11142
MYO16,rs11142
PLK1S1,rs111548358
RP4-777D9.2,rs111548358
ZNF877P,rs111548358
RP11-227D2.3,rs111548358
RN7SKP140,rs111548358
RP5-984P4.1,rs111548358
GSTM3P1,rs111548358
NKX2-2-AS1,rs111548358
RP5-984P4.4,rs111548358
XRN2,rs111548358
NKX2-4,rs111548358
NKX2-2,rs111548358
IGHD5OR15-5B,rs111826230
IGHD4OR15-4B,rs111826230
IGHD3OR15-3B,rs111826230
